equipment_id,equipment_type,room_id,room_type,installation_date,age_months,week_of_year,is_exam_period,academic_usage_multiplier,daily_usage_hours,total_usage_hours,last_maintenance_days,maintenance_count,degradation_score,room_temperature,dust_factor,humidity,operating_temperature,power_consumption,performance_score,vibration_level,dust_accumulation,humidity_level,failure_probability,failure_type,maintenance_urgency,days_to_failure,equipment_status
A3753,air_conditioner,LAB490,lab,2020-11-05,45,29,False,1.0,8.88,9587.26,234,7,0.675,28.22,0.8,0.8,48.98,2327.65,31.57,41.68,53.97,80.0,0.57,compressor_failure,high,38,at_risk
A3754,air_conditioner,LECTURE308,lecture_hall,2022-08-17,17,2,False,1.0,3.01,1227.78,272,2,0.277,31.24,2.0,0.3,35.47,1950.37,70.85,23.01,55.41,30.0,0.411,electrical_fault,high,53,operational
P3755,projector,LECTURE560,lecture_hall,2022-01-21,40,19,False,0.1,0.59,570.99,298,6,0.448,28.87,0.8,0.8,44.08,347.07,53.21,24.93,35.81,80.0,0.379,fan_failure,medium,55,operational
P3756,projector,LECTURE747,lecture_hall,2024-05-19,14,28,False,1.0,9.47,3180.6,287,2,0.535,29.76,0.8,0.8,56.08,356.26,44.32,29.71,42.8,80.0,0.514,overheating,high,43,at_risk
A3757,air_conditioner,CLASSROOM520,classroom,2024-06-14,10,15,True,1.0,9.49,2277.58,81,1,0.171,28.28,1.5,0.4,37.82,1893.65,80.05,17.21,25.64,40.0,0.468,refrigerant_leak,high,47,operational
P3758,projector,CLASSROOM144,classroom,2020-09-30,41,7,False,1.0,5.04,4956.07,63,6,0.688,30.75,2.0,0.3,60.38,381.24,30.8,36.25,137.6,30.0,0.575,lamp_burnout,high,38,at_risk
P3759,projector,LECTURE950,lecture_hall,2019-09-05,57,19,False,0.1,0.76,1044.06,257,9,0.572,28.05,0.8,0.8,47.35,368.34,41.42,33.26,45.76,80.0,0.529,lamp_burnout,high,42,at_risk
A3760,air_conditioner,CLASSROOM843,classroom,2020-10-26,42,15,True,1.0,8.32,8390.69,217,7,0.61,28.97,1.5,0.4,44.36,2207.55,38.04,39.81,91.54,40.0,0.644,filter_clog,high,32,at_risk
P3761,podium,LAB768,lab,2022-06-20,28,41,False,0.2,1.2,809.48,139,4,0.296,27.58,0.8,0.8,34.24,154.79,67.31,16.07,23.7,80.0,0.419,connectivity_issue,high,52,operational
A3762,air_conditioner,LECTURE484,lecture_hall,2023-04-30,6,43,False,0.2,2.38,342.4,197,1,0.151,27.0,1.5,0.4,36.31,1892.51,82.4,10.67,22.63,40.0,0.36,electrical_fault,medium,57,operational
P3763,projector,SEMINAR536,seminar_room,2021-09-24,44,19,False,0.1,0.45,473.27,64,7,0.331,28.85,0.8,0.8,49.48,310.68,64.33,22.12,26.44,80.0,0.432,color_degradation,high,51,operational
P3764,projector,CLASSROOM102,classroom,2021-08-10,30,4,False,1.0,11.37,8189.94,214,5,0.85,26.03,2.0,0.3,65.97,354.28,14.47,49.37,170.0,30.0,0.84,overheating,critical,14,at_risk
A3765,air_conditioner,SEMINAR285,seminar_room,2023-10-07,9,27,False,1.0,8.76,1891.2,230,1,0.236,30.29,0.8,0.8,37.56,2091.54,74.15,16.12,18.87,80.0,0.394,refrigerant_leak,medium,54,operational
A3766,air_conditioner,LECTURE830,lecture_hall,2023-02-23,17,29,False,1.0,4.2,1711.8,107,2,0.202,26.26,0.8,0.8,38.02,2296.99,76.89,17.29,16.12,80.0,0.381,compressor_failure,medium,55,operational
P3767,podium,LECTURE729,lecture_hall,2023-12-11,12,49,False,0.2,1.2,345.3,282,2,0.277,26.22,2.0,0.3,27.72,148.49,71.84,19.8,55.45,30.0,0.311,power_supply_issue,medium,62,operational
P3768,projector,CLASSROOM421,classroom,2023-11-14,16,10,False,1.0,5.53,2124.96,266,2,0.457,26.37,1.5,0.4,51.22,347.99,51.96,24.02,68.56,40.0,0.483,color_degradation,high,46,operational
P3769,podium,LECTURE893,lecture_hall,2022-05-06,31,47,False,0.2,0.82,608.1,15,5,0.198,30.69,1.5,0.4,35.04,160.81,78.28,14.94,29.69,40.0,0.242,connectivity_issue,medium,68,operational
P3770,podium,CLASSROOM651,classroom,2019-05-05,53,37,False,0.2,1.34,1707.47,71,8,0.41,27.56,0.8,0.8,31.17,159.45,56.1,27.4,32.76,80.0,0.464,power_supply_issue,high,48,operational
P3771,podium,LECTURE170,lecture_hall,2022-06-02,34,12,False,1.0,11.13,9082.65,18,5,0.639,26.72,1.5,0.4,38.97,179.51,34.46,37.66,95.87,40.0,0.431,speaker_distortion,high,51,operational
P3772,projector,CLASSROOM474,classroom,2022-06-15,28,40,False,0.2,2.38,1601.15,109,4,0.395,27.76,0.8,0.8,44.42,308.13,57.53,27.09,31.56,80.0,0.358,overheating,medium,57,operational
A3773,air_conditioner,CLASSROOM172,classroom,2022-07-09,33,13,False,1.0,8.05,6375.95,82,5,0.423,30.67,1.5,0.4,40.5,2129.6,56.95,22.57,63.46,40.0,0.469,thermostat_malfunction,high,47,operational
P3774,podium,LAB288,lab,2021-01-10,31,30,False,1.0,4.86,3612.9,60,5,0.386,30.59,0.8,0.8,28.97,165.33,61.15,27.88,30.85,80.0,0.354,microphone_failure,medium,58,operational
A3775,air_conditioner,CLASSROOM803,classroom,2021-05-11,37,21,False,1.0,6.79,6028.47,225,6,0.511,28.8,0.8,0.8,42.07,2326.5,47.99,35.36,40.88,80.0,0.504,compressor_failure,high,44,at_risk
A3776,air_conditioner,LECTURE217,lecture_hall,2021-12-13,24,48,False,0.2,1.17,672.36,130,4,0.215,27.56,1.5,0.4,35.5,2134.9,78.39,19.17,32.2,40.0,0.386,thermostat_malfunction,medium,55,operational
P3777,podium,CLASSROOM662,classroom,2023-02-06,17,26,False,1.0,8.26,3370.54,52,2,0.297,28.17,0.8,0.8,34.32,150.8,67.34,20.53,23.75,80.0,0.419,microphone_failure,high,52,operational
P3778,projector,LECTURE557,lecture_hall,2019-10-24,55,18,False,0.1,0.7,923.7,279,9,0.552,31.27,0.8,0.8,41.05,372.4,44.11,35.98,44.16,80.0,0.421,overheating,high,52,operational
A3779,air_conditioner,CLASSROOM578,classroom,2021-10-29,27,3,False,1.0,4.45,2883.56,12,4,0.238,29.14,2.0,0.3,31.2,1928.63,72.49,12.65,47.56,30.0,0.128,refrigerant_leak,low,78,operational
P3780,projector,LECTURE167,lecture_hall,2020-12-16,44,30,False,1.0,2.41,2548.59,257,7,0.632,31.89,0.8,0.8,54.59,391.03,36.14,35.36,50.59,80.0,0.553,lamp_burnout,high,40,at_risk
P3781,projector,CLASSROOM562,classroom,2021-08-12,26,39,False,0.2,0.76,472.36,81,4,0.259,31.33,0.8,0.8,46.65,292.0,73.98,16.63,20.75,80.0,0.404,fan_failure,high,53,operational
P3782,projector,CLASSROOM991,classroom,2019-09-06,58,24,False,1.0,4.44,6174.63,142,9,0.948,30.86,0.8,0.8,61.52,373.1,5.16,52.24,75.82,80.0,0.679,overheating,high,28,at_risk
P3783,podium,CLASSROOM448,classroom,2025-01-01,6,27,False,1.0,4.64,668.57,87,1,0.136,31.95,0.8,0.8,31.76,151.25,83.13,7.14,10.87,80.0,0.354,control_panel_malfunction,medium,58,operational
P3784,projector,CLASSROOM126,classroom,2020-03-05,44,42,False,0.2,1.4,1476.66,85,7,0.437,27.9,0.8,0.8,49.87,323.9,55.11,25.2,35.0,80.0,0.475,overheating,high,47,operational
P3785,podium,CLASSROOM304,classroom,2022-08-23,16,50,False,0.2,0.96,370.42,102,2,0.184,29.74,2.0,0.3,36.36,145.72,78.59,12.39,36.7,30.0,0.373,speaker_distortion,medium,56,operational
P3786,projector,SEMINAR679,seminar_room,2019-07-05,57,10,False,1.0,3.38,4629.24,297,9,0.871,31.15,1.5,0.4,53.32,393.68,12.61,45.19,130.62,40.0,0.648,lamp_burnout,high,31,at_risk
A3787,air_conditioner,SEMINAR881,seminar_room,2019-07-13,59,20,False,0.1,0.71,1009.8,106,9,0.388,26.61,0.8,0.8,34.64,2242.46,59.13,19.8,31.0,80.0,0.355,electrical_fault,medium,58,operational
A3788,air_conditioner,SEMINAR311,seminar_room,2022-01-03,35,47,False,0.2,1.48,1247.28,260,5,0.361,31.77,1.5,0.4,44.29,2277.31,61.76,27.92,54.15,40.0,0.444,refrigerant_leak,high,50,operational
A3789,air_conditioner,SEMINAR459,seminar_room,2022-01-07,36,51,False,0.2,0.8,689.42,218,6,0.324,26.93,2.0,0.3,34.17,2239.39,65.63,20.03,64.82,30.0,0.33,refrigerant_leak,medium,60,operational
P3790,projector,CLASSROOM866,classroom,2020-05-28,51,32,False,1.0,4.69,5744.3,203,8,0.934,27.31,0.8,0.8,59.37,387.85,6.36,56.2,74.7,80.0,0.673,lamp_burnout,high,29,at_risk
P3791,projector,LAB803,lab,2024-06-24,2,34,False,1.0,11.56,554.72,49,1,0.111,26.47,0.8,0.8,50.76,303.89,85.69,7.69,8.85,80.0,0.344,overheating,medium,59,operational
A3792,air_conditioner,LAB478,lab,2022-07-18,21,15,True,1.0,10.03,5056.06,159,3,0.362,26.63,1.5,0.4,44.99,2411.94,63.2,20.76,54.28,40.0,0.545,filter_clog,high,40,at_risk
A3793,air_conditioner,LECTURE481,lecture_hall,2023-02-06,24,4,False,1.0,9.63,5549.21,270,4,0.455,26.91,2.0,0.3,48.04,2384.93,52.91,32.11,90.99,30.0,0.482,compressor_failure,high,46,operational
P3794,projector,CLASSROOM995,classroom,2019-12-21,52,13,False,1.0,11.88,14829.54,77,8,0.846,27.84,1.5,0.4,66.6,408.86,15.33,45.84,126.83,40.0,0.838,lamp_burnout,critical,14,at_risk
P3795,projector,CLASSROOM243,classroom,2019-10-01,59,32,False,1.0,2.23,3159.06,245,9,0.758,30.98,0.8,0.8,51.52,343.88,24.12,40.58,60.66,80.0,0.603,connectivity_loss,high,35,at_risk
P3796,projector,CLASSROOM351,classroom,2020-09-07,39,47,False,0.2,1.43,1341.24,50,6,0.362,27.19,1.5,0.4,46.0,300.66,61.41,25.77,54.35,40.0,0.445,lamp_burnout,high,49,operational
P3797,projector,LECTURE908,lecture_hall,2022-03-22,17,33,False,1.0,5.96,2432.18,103,2,0.402,27.6,0.8,0.8,47.49,329.64,56.96,23.42,32.17,80.0,0.461,color_degradation,high,48,operational
P3798,projector,CLASSROOM851,classroom,2021-01-25,35,50,False,0.2,1.31,1097.61,58,5,0.331,28.52,2.0,0.3,47.85,359.76,66.44,24.96,66.18,30.0,0.432,overheating,high,51,operational
A3799,air_conditioner,LECTURE531,lecture_hall,2020-08-11,41,51,False,0.2,0.82,805.26,288,6,0.392,30.18,2.0,0.3,33.85,2187.25,58.69,23.49,78.37,30.0,0.357,refrigerant_leak,medium,57,operational
P3800,projector,SEMINAR145,seminar_room,2024-07-24,6,4,False,1.0,4.45,641.52,83,1,0.176,30.68,2.0,0.3,49.76,287.74,79.99,11.16,35.14,30.0,0.37,connectivity_loss,medium,56,operational
P3801,podium,CLASSROOM531,classroom,2022-05-02,22,8,False,1.0,10.19,5380.11,293,3,0.579,26.18,2.0,0.3,44.59,179.37,40.74,29.37,115.8,30.0,0.732,speaker_distortion,critical,24,at_risk
P3802,podium,LAB571,lab,2022-06-30,21,12,False,1.0,4.58,2310.12,195,3,0.383,29.23,1.5,0.4,35.16,167.59,59.66,22.67,57.45,40.0,0.453,control_panel_malfunction,high,49,operational
P3803,podium,CLASSROOM722,classroom,2023-11-13,11,41,False,0.2,1.5,396.61,157,1,0.206,27.55,0.8,0.8,25.2,160.99,79.25,19.07,16.45,80.0,0.282,microphone_failure,medium,64,operational
P3804,projector,SEMINAR700,seminar_room,2023-01-29,17,25,False,1.0,4.22,1720.41,265,2,0.428,27.58,0.8,0.8,54.23,358.55,54.91,23.26,34.27,80.0,0.471,color_degradation,high,47,operational
A3805,air_conditioner,CLASSROOM102,classroom,2022-03-18,33,49,False,0.2,1.09,864.46,143,5,0.273,29.33,2.0,0.3,37.67,2325.3,70.08,14.7,54.65,30.0,0.409,refrigerant_leak,high,53,operational
P3806,podium,CLASSROOM853,classroom,2021-12-30,35,46,False,0.2,1.52,1275.9,179,5,0.388,30.01,1.5,0.4,31.1,162.5,60.63,21.15,58.19,40.0,0.455,connectivity_issue,high,49,operational
P3807,projector,LECTURE694,lecture_hall,2021-02-09,51,16,True,1.0,6.54,8001.29,285,8,0.955,29.95,1.5,0.4,61.02,358.9,4.33,57.05,143.25,40.0,0.782,lamp_burnout,critical,19,at_risk
A3808,air_conditioner,LAB569,lab,2024-01-02,13,4,False,1.0,4.24,1322.67,169,2,0.203,26.71,2.0,0.3,39.72,2301.99,76.3,13.35,40.6,30.0,0.381,refrigerant_leak,medium,55,operational
P3809,projector,LECTURE426,lecture_hall,2023-12-31,3,13,False,1.0,11.55,831.27,140,1,0.24,31.63,1.5,0.4,59.28,335.51,72.85,15.68,35.97,40.0,0.396,lamp_burnout,medium,54,operational
A3810,air_conditioner,CLASSROOM126,classroom,2023-09-09,22,27,False,1.0,11.84,6249.26,146,3,0.399,26.14,0.8,0.8,43.17,2299.95,58.15,23.99,31.95,80.0,0.46,compressor_failure,high,48,operational
A3811,air_conditioner,LECTURE680,lecture_hall,2020-08-01,56,10,False,1.0,2.21,2969.31,213,9,0.497,29.46,1.5,0.4,35.0,2193.11,49.32,32.26,74.6,40.0,0.399,filter_clog,medium,54,operational
A3812,air_conditioner,CLASSROOM472,classroom,2024-10-10,7,19,False,0.1,0.43,72.19,182,1,0.139,29.45,0.8,0.8,32.07,1885.78,82.1,14.05,11.08,80.0,0.255,compressor_failure,medium,67,operational
A3813,air_conditioner,LECTURE503,lecture_hall,2022-08-05,13,35,True,1.0,8.33,2598.68,210,2,0.268,29.57,0.8,0.8,40.73,2019.88,71.9,15.34,21.46,80.0,0.507,refrigerant_leak,high,44,at_risk
P3814,podium,LECTURE153,lecture_hall,2022-09-06,21,22,False,1.0,5.78,2915.22,234,3,0.446,27.51,0.8,0.8,36.66,162.5,55.37,27.22,35.66,80.0,0.478,control_panel_malfunction,high,46,operational
A3815,air_conditioner,CLASSROOM198,classroom,2023-09-21,19,15,True,1.0,11.1,5059.49,226,3,0.389,29.35,1.5,0.4,44.0,2105.49,58.93,19.98,58.38,40.0,0.556,thermostat_malfunction,high,39,at_risk
A3816,air_conditioner,LECTURE295,lecture_hall,2021-11-18,34,36,True,1.0,6.78,5530.14,299,5,0.52,27.63,0.8,0.8,39.81,2142.02,47.75,26.32,41.64,80.0,0.608,refrigerant_leak,high,35,at_risk
P3817,podium,CLASSROOM472,classroom,2019-06-12,52,38,False,0.2,2.33,2905.03,39,8,0.438,30.28,0.8,0.8,32.13,178.02,55.63,28.5,35.02,80.0,0.438,connectivity_issue,high,50,operational
P3818,podium,LECTURE785,lecture_hall,2022-09-29,26,46,False,0.2,1.9,1184.9,284,4,0.389,31.09,1.5,0.4,31.37,170.75,58.38,27.84,58.39,40.0,0.456,speaker_distortion,high,48,operational
P3819,podium,LAB100,lab,2020-10-18,40,5,False,1.0,9.82,9429.4,190,6,0.83,30.25,2.0,0.3,46.88,189.55,16.35,46.88,165.96,30.0,0.832,speaker_distortion,critical,15,at_risk
A3820,air_conditioner,CLASSROOM222,classroom,2020-12-08,36,47,False,0.2,1.97,1703.51,239,6,0.37,27.45,1.5,0.4,33.29,2326.35,62.47,21.75,55.43,40.0,0.348,refrigerant_leak,medium,58,operational
P3821,podium,CLASSROOM654,classroom,2024-05-24,8,3,False,1.0,2.75,527.29,90,1,0.141,27.81,2.0,0.3,32.36,150.75,83.89,11.67,28.27,30.0,0.357,control_panel_malfunction,medium,57,operational
P3822,projector,CLASSROOM535,classroom,2020-08-12,39,43,False,0.2,0.88,822.57,106,6,0.381,27.47,1.5,0.4,47.89,338.36,59.48,23.19,57.2,40.0,0.453,overheating,high,49,operational
A3823,air_conditioner,LAB468,lab,2022-06-02,15,34,False,1.0,7.78,2799.64,154,2,0.254,27.48,0.8,0.8,38.83,2081.53,73.41,17.69,20.31,80.0,0.402,thermostat_malfunction,high,53,operational
P3824,projector,CLASSROOM600,classroom,2020-04-12,58,3,False,1.0,11.93,16608.94,148,9,0.954,31.6,2.0,0.3,59.04,414.26,4.54,51.52,190.89,30.0,0.682,overheating,high,28,at_risk
P3825,projector,CLASSROOM697,classroom,2019-05-24,59,13,False,1.0,2.72,3853.58,8,9,0.625,30.62,1.5,0.4,52.17,379.59,37.23,36.7,93.75,40.0,0.394,fan_failure,medium,54,operational
P3826,projector,LECTURE442,lecture_hall,2020-12-23,45,36,True,1.0,3.15,3406.67,296,7,0.709,31.64,0.8,0.8,52.75,366.26,28.1,40.62,56.71,80.0,0.684,connectivity_loss,high,28,at_risk
A3827,air_conditioner,CLASSROOM182,classroom,2021-06-23,37,27,False,1.0,7.28,6462.16,13,6,0.408,31.8,0.8,0.8,40.37,2259.05,57.27,23.29,32.61,80.0,0.299,electrical_fault,medium,63,operational
A3828,air_conditioner,SEMINAR147,seminar_room,2020-06-17,39,35,True,1.0,7.3,6831.39,214,6,0.542,29.43,0.8,0.8,38.87,2210.99,45.25,36.4,43.33,80.0,0.617,compressor_failure,high,34,at_risk
A3829,air_conditioner,CLASSROOM640,classroom,2019-11-25,50,1,False,1.0,7.27,8729.82,8,8,0.545,27.55,2.0,0.3,47.61,2537.41,44.27,35.91,109.09,30.0,0.34,compressor_failure,medium,59,operational
P3830,podium,LECTURE544,lecture_hall,2021-10-21,38,49,False,0.2,2.29,2087.32,189,6,0.452,31.37,2.0,0.3,39.28,160.39,53.72,27.92,90.37,30.0,0.481,power_supply_issue,high,46,operational
A3831,air_conditioner,LAB712,lab,2023-03-09,25,13,False,1.0,9.78,5870.08,225,4,0.446,30.17,1.5,0.4,43.65,2469.01,53.99,23.5,66.85,40.0,0.478,filter_clog,high,46,operational
P3832,projector,CLASSROOM218,classroom,2020-04-03,53,32,False,1.0,10.89,13852.8,70,8,0.843,27.57,0.8,0.8,59.77,397.6,15.29,43.17,67.42,80.0,0.637,lamp_burnout,high,32,at_risk
P3833,projector,SEMINAR350,seminar_room,2019-09-19,52,52,False,0.2,1.54,1918.83,120,8,0.553,31.24,2.0,0.3,53.48,350.57,43.14,36.53,110.65,30.0,0.521,overheating,high,43,at_risk
P3834,podium,SEMINAR127,seminar_room,2020-07-10,58,16,True,1.0,2.51,3496.02,227,9,0.654,26.21,1.5,0.4,33.81,162.5,33.69,41.69,98.1,40.0,0.662,power_supply_issue,high,30,at_risk
P3835,podium,LECTURE452,lecture_hall,2021-05-12,31,48,False,0.2,1.18,880.01,136,5,0.312,27.31,1.5,0.4,29.33,153.76,66.57,23.12,46.85,40.0,0.325,connectivity_issue,medium,60,operational
P3836,podium,CLASSROOM673,classroom,2020-12-05,43,25,False,1.0,2.66,2741.02,236,7,0.549,29.9,0.8,0.8,34.73,190.23,44.11,32.46,43.9,80.0,0.519,microphone_failure,high,43,at_risk
P3837,projector,LECTURE545,lecture_hall,2022-08-14,32,14,False,1.0,6.5,4994.49,213,5,0.776,31.83,1.5,0.4,56.38,356.27,21.85,39.46,116.43,40.0,0.61,color_degradation,high,35,at_risk
A3838,air_conditioner,LECTURE458,lecture_hall,2019-10-31,49,45,False,0.2,0.94,1106.67,130,8,0.354,26.45,1.5,0.4,31.6,2340.7,62.16,23.14,53.12,40.0,0.342,compressor_failure,medium,59,operational
A3839,air_conditioner,LECTURE724,lecture_hall,2021-10-23,24,41,False,0.2,1.08,619.38,184,4,0.243,26.71,0.8,0.8,29.25,2148.02,75.22,21.83,19.43,80.0,0.297,filter_clog,medium,63,operational
P3840,projector,CLASSROOM499,classroom,2021-07-09,36,25,False,1.0,10.42,9001.94,81,6,0.77,27.6,0.8,0.8,59.7,390.63,22.78,48.42,61.6,80.0,0.608,lamp_burnout,high,35,at_risk
A3841,air_conditioner,CLASSROOM879,classroom,2023-08-08,22,22,False,1.0,9.96,5257.76,143,3,0.365,31.9,0.8,0.8,45.25,2172.34,63.14,18.56,29.18,80.0,0.446,refrigerant_leak,high,49,operational
A3842,air_conditioner,LECTURE221,lecture_hall,2022-02-18,34,49,False,0.2,0.82,666.38,47,5,0.218,31.88,2.0,0.3,33.64,2295.71,74.43,13.66,43.66,30.0,0.218,compressor_failure,medium,70,operational
A3843,air_conditioner,SEMINAR535,seminar_room,2021-05-11,38,26,False,1.0,3.78,3443.8,272,6,0.456,31.73,0.8,0.8,38.99,2429.16,54.34,26.06,36.47,80.0,0.482,compressor_failure,high,46,operational
P3844,podium,LECTURE933,lecture_hall,2022-09-08,29,4,False,1.0,4.94,3437.51,114,4,0.412,30.11,2.0,0.3,35.18,162.18,57.13,28.67,82.38,30.0,0.465,connectivity_issue,high,48,operational
A3845,air_conditioner,LECTURE394,lecture_hall,2021-08-06,44,12,False,1.0,6.21,6553.42,148,7,0.521,30.49,1.5,0.4,42.31,2130.17,46.11,29.17,78.1,40.0,0.508,electrical_fault,high,44,at_risk
P3846,podium,CLASSROOM423,classroom,2022-12-21,30,23,False,1.0,5.18,3729.18,190,5,0.495,26.5,0.8,0.8,35.94,175.46,49.37,25.63,39.58,80.0,0.498,control_panel_malfunction,high,45,operational
P3847,podium,LECTURE397,lecture_hall,2020-05-13,54,42,False,0.2,2.02,2618.38,62,9,0.453,28.57,0.8,0.8,32.69,172.28,52.11,24.67,36.21,80.0,0.481,microphone_failure,high,46,operational
A3848,air_conditioner,LECTURE703,lecture_hall,2021-01-22,52,18,False,0.1,0.87,1080.42,245,8,0.432,31.83,0.8,0.8,37.27,2248.03,55.25,25.81,34.57,80.0,0.473,refrigerant_leak,high,47,operational
A3849,air_conditioner,LECTURE284,lecture_hall,2021-04-19,37,18,False,0.1,1.16,1032.93,255,6,0.361,27.67,0.8,0.8,32.63,2106.68,61.29,19.56,28.89,80.0,0.344,refrigerant_leak,medium,59,operational
P3850,projector,SEMINAR824,seminar_room,2021-06-18,30,49,False,0.2,2.34,1687.31,253,5,0.491,28.35,2.0,0.3,46.99,351.46,49.6,28.4,98.12,30.0,0.496,lamp_burnout,high,45,operational
A3851,air_conditioner,LECTURE356,lecture_hall,2024-01-24,11,51,False,0.2,1.16,306.58,167,1,0.158,27.62,2.0,0.3,34.46,2203.67,81.48,13.75,31.6,30.0,0.263,compressor_failure,medium,66,operational
P3852,projector,CLASSROOM205,classroom,2024-07-20,10,20,False,0.1,0.76,182.26,5,1,0.071,27.37,0.8,0.8,43.99,310.23,92.53,12.46,5.66,80.0,0.056,no_failure,low,199,operational
P3853,projector,CLASSROOM145,classroom,2024-05-02,10,9,False,1.0,6.69,1605.01,90,1,0.284,29.42,1.5,0.4,42.69,319.52,70.32,21.08,42.56,40.0,0.314,color_degradation,medium,61,operational
A3854,air_conditioner,LECTURE536,lecture_hall,2023-01-05,10,44,False,0.2,0.68,162.55,292,1,0.218,30.96,1.5,0.4,35.8,2176.01,75.66,17.64,32.65,40.0,0.387,electrical_fault,medium,55,operational
P3855,podium,CLASSROOM339,classroom,2022-10-20,26,49,False,0.2,1.0,625.1,195,4,0.324,28.35,2.0,0.3,27.54,180.01,66.04,23.92,64.75,30.0,0.33,speaker_distortion,medium,60,operational
A3856,air_conditioner,CLASSROOM718,classroom,2020-06-03,54,45,False,0.2,1.0,1295.51,139,9,0.39,27.81,1.5,0.4,41.03,2413.05,59.39,25.19,58.56,40.0,0.456,refrigerant_leak,high,48,operational
A3857,air_conditioner,CLASSROOM513,classroom,2022-01-28,38,11,False,1.0,7.54,6880.22,62,6,0.454,26.63,1.5,0.4,41.71,2190.49,52.98,23.63,68.07,40.0,0.454,electrical_fault,high,49,operational
A3858,air_conditioner,SEMINAR203,seminar_room,2023-04-14,7,45,False,0.2,0.62,104.71,95,1,0.091,30.81,1.5,0.4,30.54,2219.03,87.4,11.84,13.69,40.0,0.237,refrigerant_leak,medium,68,operational
A3859,air_conditioner,LECTURE584,lecture_hall,2020-01-16,52,17,False,0.1,0.72,892.72,43,8,0.314,30.04,0.8,0.8,34.23,2068.67,68.23,21.01,25.09,80.0,0.245,electrical_fault,medium,67,operational
P3860,podium,LAB613,lab,2023-02-13,20,40,False,0.2,1.51,726.8,58,3,0.185,31.62,0.8,0.8,28.16,150.56,81.32,15.43,14.77,80.0,0.274,speaker_distortion,medium,65,operational
P3861,projector,SEMINAR624,seminar_room,2020-01-28,50,10,False,1.0,11.75,14104.33,199,8,0.95,27.59,1.5,0.4,65.97,354.98,4.83,57.49,142.5,40.0,0.88,lamp_burnout,critical,10,at_risk
P3862,projector,LECTURE208,lecture_hall,2023-11-06,7,23,False,1.0,9.52,1599.25,201,1,0.368,31.49,0.8,0.8,47.03,304.22,61.83,26.36,29.46,80.0,0.447,connectivity_loss,high,49,operational
P3863,projector,LECTURE245,lecture_hall,2020-03-24,42,36,True,1.0,9.48,9556.23,211,7,0.91,29.62,0.8,0.8,65.81,362.46,8.71,46.56,72.8,80.0,0.95,fan_failure,critical,4,at_risk
P3864,projector,LECTURE165,lecture_hall,2024-12-04,4,14,False,1.0,5.56,533.65,61,1,0.132,30.06,1.5,0.4,47.52,300.63,83.8,7.7,19.84,40.0,0.353,color_degradation,medium,58,operational
P3865,projector,LECTURE494,lecture_hall,2021-05-31,38,28,False,1.0,9.64,8792.8,92,6,0.792,30.84,0.8,0.8,58.99,372.43,20.67,43.46,63.38,80.0,0.617,lamp_burnout,high,34,at_risk
P3866,podium,LECTURE891,lecture_hall,2024-07-06,12,27,False,1.0,10.4,2996.04,81,2,0.277,31.87,0.8,0.8,35.81,150.74,71.0,22.96,22.18,80.0,0.411,microphone_failure,high,53,operational
A3867,air_conditioner,LECTURE392,lecture_hall,2023-08-14,23,27,False,1.0,8.29,4574.94,230,3,0.395,27.85,0.8,0.8,41.95,2111.74,59.91,27.23,31.62,80.0,0.458,filter_clog,high,48,operational
P3868,projector,LECTURE950,lecture_hall,2021-05-11,40,34,False,1.0,6.55,6288.25,4,6,0.704,26.47,0.8,0.8,55.57,375.06,29.23,36.51,56.36,80.0,0.404,connectivity_loss,high,53,operational
P3869,projector,SEMINAR178,seminar_room,2019-12-13,50,3,False,1.0,10.99,13189.85,156,8,0.923,29.81,2.0,0.3,62.63,382.94,7.32,51.31,184.67,30.0,0.669,overheating,high,29,at_risk
P3870,podium,LECTURE512,lecture_hall,2021-01-04,50,7,False,1.0,11.73,14077.55,45,8,0.787,29.99,2.0,0.3,47.96,184.45,20.92,46.27,157.5,30.0,0.802,speaker_distortion,critical,17,at_risk
P3871,projector,LECTURE897,lecture_hall,2022-04-19,29,36,True,1.0,2.53,1762.6,119,4,0.424,31.43,0.8,0.8,50.53,324.65,56.24,27.52,33.93,80.0,0.57,lamp_burnout,high,38,at_risk
P3872,projector,SEMINAR506,seminar_room,2021-05-06,32,51,False,0.2,1.51,1159.55,207,5,0.457,29.19,2.0,0.3,44.22,326.1,53.54,31.55,91.33,30.0,0.383,overheating,medium,55,operational
A3873,air_conditioner,CLASSROOM589,classroom,2022-11-28,23,42,False,0.2,2.28,1257.91,68,3,0.195,28.41,0.8,0.8,39.1,2215.57,76.59,10.63,15.58,80.0,0.367,compressor_failure,medium,56,operational
P3874,projector,CLASSROOM741,classroom,2022-01-24,40,19,False,0.1,0.22,208.78,55,6,0.279,30.23,0.8,0.8,46.86,308.49,71.43,14.42,22.28,80.0,0.411,lamp_burnout,high,52,operational
P3875,projector,LECTURE472,lecture_hall,2022-11-22,29,15,True,1.0,8.08,5620.9,27,4,0.643,28.06,1.5,0.4,53.57,354.44,34.63,38.88,96.51,40.0,0.607,lamp_burnout,high,35,at_risk
A3876,air_conditioner,CLASSROOM965,classroom,2021-09-03,34,25,False,1.0,8.49,6924.23,89,5,0.45,31.69,0.8,0.8,41.28,2144.81,53.83,30.68,36.02,80.0,0.48,electrical_fault,high,46,operational
